"","vtitle","vpoint","vreview"
"1327","극장판 귀멸의 칼날: 무한열차편","1","이게 1600만이라고?? 이게 웃기다고?? 내 개그코드가 이상한건가.. 영화 끝날때까지 피식 1~2번이 끝이었는데"
"1328","세자매","7","허무한 결론결론적으로 말하자면 꿈의 의지에 대해 포인트를 맞춘 영화"
"1329","그랜드파더","7","훌륭한 카메라 기술에 비해 스토리는 단순하다"
"1330","미나리","10","내가 아는 영화 중에 제일 야하다."
"1331","미나리","10","정말 최고의 애니! 감탄만 나온다"
"1332","미나리","8","동화같은 돌연변이 영화. 실제 영상길이는 86분정도로 굉장히 짧다. 20-30분 정도 더 늘려서 좀 더 탄탄한 스토리가 있었으면 좋았을텐데 하는 아쉬움은 있으나 엑스맨 1, 2, 3보다 재밌게 봤다."
"1333","미나리","7","처음엔 6점정도. 영화를 보고 하루가 지나니 평점 2점 상승"
"1334","극장판 귀멸의 칼날: 무한열차편","10","애니를 영화관에서 처음 봤네요 지려버렸습니다. . 고민중이라면 절대고민하지마세요 !!!"
"1335","PMC: 더 벙커","10","한예리배우님연기 너무좋아"
"1336","미나리","8","오랜만에 다시보네요 .다시는 안나올영화  근데  90년대 영화인데 영화심사를 통과하다니 연기들은  아이들 연기까지 진짜  좋았는데  ㅋㅋ 대화와 거기서 부르는 노래들이 너무 자극적인걸 넘었음  연기는  일품인데   참  대사가  너무 너무 미쳤음 ㅋㅋ 연기때문에 8점 다시는 안나올영화 진짜다 ㅋㅋㅋ"
"1337","극장판 귀멸의 칼날: 무한열차편","8","7살 아이와 재미있게 봤어요아이가 재밌었다고 해요"
"1338","세자매","7","영화의 메시지를 요약하면 ""공매도는 정의입니다."", ""우리는 망해가는 나라를 보며 빌리언 달러를 벌었지만, 안타까움에 눈물을 흘렸습니다""... 좀 더 담담하게 담아냈음 좋았겠지. 그런데 지나치게 공매도 세력을 미화하고 있음. 영화의 팩트만 쫓아가면 유익한 영화가 될 테지만, 이해도 못 하면서 감정적 메시지만 따라가면 바보 소리 들을 영화."
"1339","그랜드파더","5","예상 가능한 반전이었고, 그것을 위해 이렇게 이야기를 정신없고 지루하게 이끌어갔나 하는 생각이 들음. 이 정도 수준을 떡밥이니 회수니 하는 애들은 인셉션 보면 이해도 못할 듯... 그냥 허세충을 위한 영화..."
"1340","미나리","2","배우들은 좋았는데 감독은 그렇지 못함"
"1341","미나리","10","개꿀잼 다시한번 더볼거임렌고쿠...??"
"1342","미나리","10","진짜 너무 감동적이에요ㅠㅠㅠㅠ 이게 딱 어른을 위한 만화네요"
"1343","미나리","10","이일화 몸매 오지네"
"1344","극장판 귀멸의 칼날: 무한열차편","8","작은정민 진짜 진짜 최고야 당신"
"1345","PMC: 더 벙커","10","밑에 리뷰 보니  다들 완전 강심장이네..;;39  애아빠  혼자  가족들 다 재우고  보다가  오줌 지릴뻔..너무 몰입해서 봤나봄..   ㅋㅋㅋ  오랜만에 한국영화 참 무섭게 잘봤네요."
"1346","미나리","8","간만에 재미있는 추리 영화였습니다"
"1347","극장판 귀멸의 칼날: 무한열차편","10","강요하지않고 이해받으려 애쓰지않아서 좋았다. 시간이 지난뒤에 다시 꺼내 보고싶기도 그냥 처음 본 기억 그대로 두고 싶기도 한 영화"
"1348","세자매","1","아직 안 본 사람들에게 진심으로 경고하는데, 트라우마 생길 정도로 비주얼 적인 쇼크가 심한 영화입니다. 쉽게 말해서, 내 정신을 망가뜨리지 않고 싶다면 보지 말아야 한다는 뜻입니다.이영화를 좋게 평가하는 부류는 아래와 같다고 판단됩니다.(아마 본인들은 인정 안 하려 할 겁니다. 이미 뇌 상태가 어느 정도 정상이 아니게 되어서 스스로를 인정하려 하지 않을테니까요.)1. 본인이 마땅찮게 생각하는 어떤 대상에 가해지는 극도의 폭력에 내적 쾌감을 느낄 정도로 정신이 썩어 문드러진 사람.2. 고어물 같은 수위 높은 컨텐츠를 말 그대로 '즐기는' 사람.3. 예술에도 지켜야 할 선이 있음을 인정하고 싶지 않은 예술병이 도진 사람.여러분의 정신은 소중합니다. 진심으로 드리는 경고이니, 보지 마세요."
"1349","그랜드파더","10","배우들의 연기가 훌륭했고 재밌었다. 몇번 더 보러갈꺼다"
"1350","미나리","10","이렇게 예쁜 사랑이라면, 그 누가 마다할까."
"1351","미나리","1","평점 최신순이 2016년 ㅋㅋㅋㅋ"
"1352","미나리","10","최동훈 감독님  2편 만들어주세요~  타짜4까지요^^  최고☆"
"1353","미나리","9","버림받고 찢어진 나를 자꾸만 건져내려고 하는 사람"
"1354","극장판 귀멸의 칼날: 무한열차편","8","연출과 영상미가 멋지고 화려한데 비해서스토리가 중구난방이라 몰입도가 조금 아쉽네요.꽤많은 비틀즈 노래를 담아서 그래도 볼만했어요"
"1355","PMC: 더 벙커","10","잼있게 봤어요. 영상이 너무 좋네요~"
"1356","미나리","2","수 많은 상 받은 자체가 놀랍다.핵노잼.나만 당 할 수 없다.가서 보세요"
"1357","극장판 귀멸의 칼날: 무한열차편","10","7-8정도는 충분히 되는거 같은데 왤케 낮지?동떨어진 느낌은 있지만 충분히 괜찮았다고 생각함 2차대전 배경에 복수의 칼날로 참수하는 요소를 입힌게 사무라이라 생각하는데 그렇게 불편할 정도는 아니었음"
"1358","세자매","10","내가 영화를 보면서  한국 조폭을 응원하다니 ㅋㅋ수작이네요 ~"
"1359","그랜드파더","2","■ 수영이 연기 너무 못한다. 연기공부 더해야겠다.  손발 오글,   그리고 내용도 참 ..  현실감 떨어진다."
"1360","미나리","10",""
"1361","미나리","10","신세계보다 훨씬 재밌음"
"1362","미나리","4","ㄹㅇ 시간 아까움. 각본만 봤을때는 흥미로웠을지도"
"1363","미나리","10","난 정말 재미있게 보았는데 아래 댓글은 조작성이 있네요.. 참고하세요~ 코로나 이후로 본 최고의 작품성 있는 영화입니다!"
"1364","극장판 귀멸의 칼날: 무한열차편","1","평가가 엄청 후하네 지루하고 재미없음.  제작비가 어쨌건, 시도가 어쨌건 그건 대한민국 영화의 전망에 대한 평가일 뿐 시간과 비용을 내서 보는 입장에서 이 영화는 지루하고 재미없는 영화에 지나지 않음."
"1365","PMC: 더 벙커","1","이쯤되면 원작이 궁금 유재명 연기 너무 잘해서 얄미운 거 빼면 뭐ㅋ"
"1366","미나리","10","환상적인 사랑 이야기.아시아에서 가장 예쁜 왕조현."
"1367","극장판 귀멸의 칼날: 무한열차편","10","잔잔하게 깊이 스며 들어서 후반부에 인물들의 감정이 격해질때 와닿는것도 더 크게 와닿았습니다. 울거라고는 예상하지 못하였는데 보다보니 자꾸만 눈물이 났습니다. 특별한 인물이 아닌 어디에나 있을 법한 인물들의 삶과 그들의 대화라 보면서 더 공감이 되고 더 몰입이 되었습니다. 영화의 색감도 너무 좋았고 배우분들의 연기도 너무 좋았습니다. 스티븐연 배우님의 한국어 실력에 너무나 놀랐고 영화에 빠져들다 보니 후반부에는 윤여정 배우님을 보기만 해도 눈물이 날 지경이었습니다. 후반부에서의 연기는 너무 마음에 와닿았습니다. 특히 눈빛연기를 보고 너무 놀랐습니다. 윤여정 배우님은 존경하는 어른이자 존경하는 배우이십니다. 앞으로도 응원하겠습니다. 오랜만에 좋은 영화 잘 봤습니다. 너무 감사합니다."
"1368","세자매","5","진부하고 약간은 허술한 마무리랜섬의 차를 타는 순간 해독제의 행방이랑 범인이 랜섬인게 바로 알게됨우리나라의 배심원들이 이야기 구조도 더 탄탄하고 훨씬 잘만듬"
"1369","그랜드파더","10","좋아요너무 좋아요어좋어요"
"1370","미나리","10","이런게 진짜 아닐까..?"
"1371","미나리","10","잔잔한 감동의 연속이네요ㅠㅠ 정말 만족스런 영화였습니다!"
"1372","미나리","10","너무남자주인공 여자주인공 연기도 잘하고 웃김 간만에 스트레스 해소되었다  그리고 남자의 꼿꼿한 성격이 최고임"
"1373","미나리","10","아무리 감독이 욕을 믹어도 보통 영화는 아닌것 같다...아이돌 조폭 나오는 쓰레기 영화보다는 낫지 않겠나.."
"1374","극장판 귀멸의 칼날: 무한열차편","1","재미없어ㅡㅡ모쏠이 히어로영화 격하하면서, 추천해준건데...그가 왜 모쏠인지 알것같았다."
"1375","PMC: 더 벙커","2","이거 왜 봣을까요 내 시간 돌리도"
"1376","미나리","10","말이 필요없는 명작이다.  델토르 매력  포인트를 감독이 정확히 캐치해냈다. 배우의 절제된 연기, 감독의 절제된  연출.. 영화가  아닌 다큐를  보는 듯한...  유치한 반전의 허접한 시나리오  틀에 박힌 영화들과는  비교불가."
"1377","극장판 귀멸의 칼날: 무한열차편","9","코미디는 코미디로만"
"1378","세자매","10","호랑이 괴롭히지마라 새기들아"
"1379","그랜드파더","1","중국영화 욕할꺼 없네ㅋㅋㅋ 이런 국뽕영화가 1700만이라니ㅋㅋ"
"1380","미나리","4","12.12.29.고어매니아들 사이에서도 취향 많이 타는 일본B급.조악하며 우스꽝스럽고 유치한 것이 그 매력이라 하는데, 당시에는 당황스러울 뿐이었다. 주인공의 비주얼 자체는 독특해서 끌렸다만."
"1381","미나리","6","재밌을 줄 알았는데 ㄹㅇ 억지가 너무 심하다"
"1382","미나리","10","12.12.19.학창시절, 개봉하자마자 부리나케 달려가 보았던 그 감동을 잊지 못한다."
"1383","미나리","9","12.12.16.어느 누가 이걸 보며 눈물 흘리지 않으리."
"1384","극장판 귀멸의 칼날: 무한열차편","4","좌파정권때 만든 영화라 북한하고. 일본하고 전쟁하는 영화 같았다. 배우들 연기는 좋았다."
"1385","PMC: 더 벙커","7","미나리는 자랐는데 요리가 아쉽네"
"1386","미나리","9","이렇게 좋은 영화를 이제야 봤네요. 최근 몇 년 동안 본 영화 중 가장 탁월한 시나리오."
"1387","극장판 귀멸의 칼날: 무한열차편","10","아니 평론가 평 실화야? 애니메이션 영화에서 한일관계 이야기가 왜나옴 ㅋㅋㅋㅋ"
"1388","세자매","10","재미만 있네 존나 눈은 처 높아가지고 ㅉㅉ"
"1389","그랜드파더","10","결국 검새는 기레기 견찰 이건 영원히 가려나~"
"1390","미나리","10",""
"1391","미나리","10","그냥 최고라는 말밖에 할 수 없는 최고의 대작. 애니도 영화도 모든게 다 완벽한 세계관. 떡밥 회수도 잘 하고 탄탄한 내용으로 이틀만에 1,2,3기 + 극장판까지 보게하는 흡입력. 최고다."
"1392","미나리","8","유연석보려고 봤는데 역시나 잘생김 ㅎㅎㅎ 케미좋고 재밋고 한데 좀 지루ㅎㅐ요 ㅠㅠ"
"1393","미나리","10","미쳤다 라는 표현이 나을듯입틀막을 몇번이나 했는지"
"1394","극장판 귀멸의 칼날: 무한열차편","7","기대하지 않은 매력. 주인공의 연기가 귀엽고 좋아요."
"1395","PMC: 더 벙커","2","설정이 좀 자연스러울 순 없었나요ㅜ 어설프게 박찬욱 감독님 흉내내지 마세요"
"1396","미나리","10","사람들이 하도 까서 궁금해서 봤는데 재밌던데요? 유치하다해도 어른 몸에 어린이 정신에 맞게 행동했고"
"1397","극장판 귀멸의 칼날: 무한열차편","7","멜로와 로맨스를 가장한 드라마. 감독이 우리 삶의 나침반을 그리고 싶었던 것이 아닐까 싶었다. 저마다의 삶을 살아가고 있는 우리가 가끔 힘들때면 모두 똑같이 아름다웠던 그 때를 떠올릴 수 있게 해주고 싶어하는 듯한..잔잔한 가슴 저밈을 느낄 수 있는 영화"
"1398","세자매","10","현실을 풀어나가는 영화에서 늘 그렇듯 마지막에 벽을 넘지 못하고 의미를 찾는 전개도 식상하지만 이런식의 마무리는 더욱 뒷맛을 씁쓸하게 한다는 걸 깨닫게 해준 영화.영화의 여러 기능 중 희망을 이야기하고 싶은 의도는 관객으로서도 바라는 바였지만 막상 접하게되니 맛이 영 개운치 않네... 한공주 정도의 마무리가 식상함도 벗어나고 나름 희망을 주는 최고의 모범답안임을  확인했습니다.  연출 연기 편집 음향 모두 좋았습니다"
"1399","그랜드파더","10","비는 우리나라 위인 인명사전에 등록될듯.."
"1400","미나리","8","눈탱이질도 이 정도면 어떤 경지...극장판 패트레이버2가...영화 더 록으로 변신하는거나?"
"1401","미나리","1","머야 이게. 핵노잼 ㄹㅇ"
"1402","미나리","3","ㅂ ㅅ같은 여주때문에 도저히 열받아서 두번은 안볼 영화."
"1403","미나리","9","뻔한 스토라임에도 몰임감은 쵝오!!영화 중간중간에 나오는 음악 때문인가..오래간만에 몰임감을 느껴 본 영화"
"1404","극장판 귀멸의 칼날: 무한열차편","6","딱 원나블 감성에 작화 좋음. 다만 원작에 욱일기 귀걸이는 좀 깬다. 우익이 맞다 아니다, 욱일기가 맞다 아니다 따지고 싶진 않지만 최소한 인기 작가면 그런 부분이 문제될거란 상식은 있었어야 하는게 맞다. 무식하거나 음흉하거나.."
"1405","PMC: 더 벙커","2","김태리 너무 예뻐서 싫어요... 내껀데 누가  보면 어떨지..하생각도 하기 싫어요"
